PMID,Title,Journal,Date,Year,Still_Live,AI_Retracted
34963944,Mathematical Evaluation on the Control of Mining-Induced Ground Subsidence in Thick Loose Strata.,ACS Omega. 2021 Dec 8;6(50):34596-34605. doi: 10.1021/acsomega.1c04970. eCollection 2021 Dec 21.,2021 Dec 8;6(50):34596-34605,2021,1,
34963929,Coordinated Control of the Fuel Cell Air Supply System Based onFuzzyNeural Network Decoupling.,ACS Omega. 2021 Dec 6;6(50):34438-34446. doi: 10.1021/acsomega.1c04578. eCollection 2021 Dec 21.,2021 Dec 6;6(50):34438-34446,2021,1,
34963918,Decision-Making Techniques for Water Shutoff Using Random Forests and Its Application in High Water Cut Reservoirs.,ACS Omega. 2021 Dec 6;6(50):34327-34338. doi: 10.1021/acsomega.1c03973. eCollection 2021 Dec 21.,2021 Dec 6;6(50):34327-34338,2021,1,
34960921,AFuzzyLogic-Based Cost Modelling System for Recycling Carbon Fibre Reinforced Composites.,Polymers (Basel). 2021 Dec 14;13(24):4370. doi: 10.3390/polym13244370.,2021 Dec 14;13(24):4370,2021,1,
34960526,Extended HierarchicalFuzzyInterpreted Petri Net.,Sensors (Basel). 2021 Dec 17;21(24):8433. doi: 10.3390/s21248433.,2021 Dec 17;21(24):8433,2021,1,
34960346,Accuracy Analysis of Feature-Based Automatic Modulation Classification via Deep Neural Network.,Sensors (Basel). 2021 Dec 10;21(24):8252. doi: 10.3390/s21248252.,2021 Dec 10;21(24):8252,2021,1,
34960310,"ARTFLOW: A Fast, Biologically Inspired Neural Network that Learns Optic Flow Templates for Self-Motion Estimation.",Sensors (Basel). 2021 Dec 8;21(24):8217. doi: 10.3390/s21248217.,2021 Dec 8;21(24):8217,2021,1,
34958766,Spatial modeling of zoonotic cutaneous leishmaniasis with regard to potential environmental factors using ANFIS and PCA-ANFIS methods.,Acta Trop. 2022 Apr;228:106296. doi: 10.1016/j.actatropica.2021.106296. Epub 2021 Dec 25.,2022 Apr;228:106296,2022,1,
34957395,Artificial Intelligence and Machine Learning in Sport Research: An Introduction for Non-data Scientists.,Front Sports Act Living. 2021 Dec 8;3:682287. doi: 10.3389/fspor.2021.682287. eCollection 2021.,2021 Dec 8;3:682287,2021,1,
34956357,Cloud Computing Image Recognition System Assists the Construction of the Internet of Things Model of Administrative Management Event Parameters.,Comput Intell Neurosci. 2021 Dec 16;2021:8630256. doi: 10.1155/2021/8630256. eCollection 2021.,2021 Dec 16;2021:8630256,2021,1,
34955594,A multi-method analytical approach to predicting young adults' intention to invest in mHealth during the COVID-19 pandemic.,Telemat Inform. 2022 Mar;68:101765. doi: 10.1016/j.tele.2021.101765. Epub 2021 Dec 22.,2022 Mar;68:101765,2022,1,
34953588,A multilayer affective computing model with evolutionary strategies reflecting decision-makers' preferences in process control.,ISA Trans. 2022 Sep;128(Pt B):565-578. doi: 10.1016/j.isatra.2021.11.038. Epub 2021 Dec 13.,2022 Sep;128(Pt B):565-578,2022,1,
34953180,Afuzzysensitivity analysis approach to estimate brain effective connectivity and its application to epileptic seizure detection.,Biomed Tech (Berl). 2021 Dec 20;67(1):19-32. doi: 10.1515/bmt-2021-0058. Print 2022 Feb 23.,2021 Dec 20;67(1):19-32,2021,1,
34953074,Bone Microarchitecture Phenotypes Identified in Older Adults Are Associated With Different Levels of Osteoporotic Fracture Risk.,J Bone Miner Res. 2022 Mar;37(3):428-439. doi: 10.1002/jbmr.4494. Epub 2022 Jan 14.,2022 Mar;37(3):428-439,2022,1,
34952233,Functional brain network community structure in childhood: Unfinished territories andfuzzyboundaries.,Neuroimage. 2022 Feb 15;247:118843. doi: 10.1016/j.neuroimage.2021.118843. Epub 2021 Dec 21.,2022 Feb 15;247:118843,2022,1,
34951861,Training Novel AdaptiveFuzzyCognitive Map by Knowledge-Guidance Learning Mechanism for Large-Scale Time-Series Forecasting.,IEEE Trans Cybern. 2023 Jul;53(7):4665-4676. doi: 10.1109/TCYB.2021.3132704. Epub 2023 Jun 15.,2023 Jul;53(7):4665-4676,2023,1,
34951859,Distributed Resilient Tracking of Multiagent Systems Under Actuator and Sensor Faults.,IEEE Trans Cybern. 2023 Jul;53(7):4653-4664. doi: 10.1109/TCYB.2021.3132380. Epub 2023 Jun 15.,2023 Jul;53(7):4653-4664,2023,1,
34950198,Dental Images' Segmentation Using Threshold Connected Component Analysis.,Comput Intell Neurosci. 2021 Dec 14;2021:2921508. doi: 10.1155/2021/2921508. eCollection 2021.,2021 Dec 14;2021:2921508,2021,1,
34949629,Maternal health and Indigenous traditional midwives in southern Mexico: contextualisation of a scoping review.,BMJ Open. 2021 Dec 23;11(12):e054542. doi: 10.1136/bmjopen-2021-054542.,2021 Dec 23;11(12):e054542,2021,1,
34949016,Sustainable Land-Use Allocation Model at a Watershed Level under Uncertainty.,Int J Environ Res Public Health. 2021 Dec 20;18(24):13411. doi: 10.3390/ijerph182413411.,2021 Dec 20;18(24):13411,2021,1,
34948823,The Impact of Enforced Working from Home on Employee Job Satisfaction during COVID-19: An Event System Perspective.,Int J Environ Res Public Health. 2021 Dec 15;18(24):13207. doi: 10.3390/ijerph182413207.,2021 Dec 15;18(24):13207,2021,1,
34948707,Identification of Policies Based on Assessment-Optimization Model to Confront Vulnerable Resources System with Large Population Scale in a Big City.,Int J Environ Res Public Health. 2021 Dec 11;18(24):13097. doi: 10.3390/ijerph182413097.,2021 Dec 11;18(24):13097,2021,1,
34948291,On the Dependence of Prion and Amyloid Structure on the Folding Environment.,Int J Mol Sci. 2021 Dec 16;22(24):13494. doi: 10.3390/ijms222413494.,2021 Dec 16;22(24):13494,2021,1,
34947124,"Predictive Modeling of Mechanical Properties of Silica Fume-Based Green Concrete Using Artificial Intelligence Approaches: MLPNN, ANFIS, and GEP.",Materials (Basel). 2021 Dec 8;14(24):7531. doi: 10.3390/ma14247531.,2021 Dec 8;14(24):7531,2021,1,
34946498,Surface Pretreatments of AA5083 Aluminum Alloy with Enhanced Corrosion Protection for Cerium-Based Conversion Coatings Application: Combined Experimental and Computational Analysis.,Molecules. 2021 Dec 7;26(24):7413. doi: 10.3390/molecules26247413.,2021 Dec 7;26(24):7413,2021,1,
34946409,Juvenile Idiopathic Arthritis: A Review of Novel Diagnostic and Monitoring Technologies.,Healthcare (Basel). 2021 Dec 4;9(12):1683. doi: 10.3390/healthcare9121683.,2021 Dec 4;9(12):1683,2021,1,
34945975,Similarity Changes Analysis for Heart Rate Fluctuation Regularity as a New Screening Method for Congestive Heart Failure.,Entropy (Basel). 2021 Dec 11;23(12):1669. doi: 10.3390/e23121669.,2021 Dec 11;23(12):1669,2021,1,
34945952,Series Representations for Uncertain Fractional IVPs in theFuzzyConformable Fractional Sense.,Entropy (Basel). 2021 Dec 7;23(12):1646. doi: 10.3390/e23121646.,2021 Dec 7;23(12):1646,2021,1,
34945942,IntuitionisticFuzzySynthetic Measure on the Basis of Survey Responses and Aggregated Ordinal Data.,Entropy (Basel). 2021 Dec 6;23(12):1636. doi: 10.3390/e23121636.,2021 Dec 6;23(12):1636,2021,1,
34945926,Multiscale Entropy Analysis of Short Signals: The Robustness ofFuzzyEntropy-Based Variants Compared to Full-Length Long Signals.,Entropy (Basel). 2021 Dec 1;23(12):1620. doi: 10.3390/e23121620.,2021 Dec 1;23(12):1620,2021,1,
34945906,New Pythagorean Entropy Measure with Application in Multi-Criteria Decision Analysis.,Entropy (Basel). 2021 Nov 29;23(12):1600. doi: 10.3390/e23121600.,2021 Nov 29;23(12):1600,2021,1,
34945904,"Shapley-Based Estimation of Company Value-Concept, Algorithms and Parameters.",Entropy (Basel). 2021 Nov 28;23(12):1598. doi: 10.3390/e23121598.,2021 Nov 28;23(12):1598,2021,1,
34945361,A Temperature Control Method for Microaccelerometer Chips Based on Genetic Algorithm andFuzzyPID Control.,Micromachines (Basel). 2021 Dec 4;12(12):1511. doi: 10.3390/mi12121511.,2021 Dec 4;12(12):1511,2021,1,
34945338,A Review of the Commercially Available ECG Detection and Transmission Systems-TheFuzzyLogicApproach in the Prevention of Sudden Cardiac Arrest.,Micromachines (Basel). 2021 Nov 30;12(12):1489. doi: 10.3390/mi12121489.,2021 Nov 30;12(12):1489,2021,1,
34945285,Optimum Design of a Composite Optical Receiver by Taguchi andFuzzyLogicMethods.,Micromachines (Basel). 2021 Nov 23;12(12):1434. doi: 10.3390/mi12121434.,2021 Nov 23;12(12):1434,2021,1,
34943564,Intelligent Automatic Segmentation of Wrist Ganglion Cysts Using DBSCAN andFuzzyC-Means.,Diagnostics (Basel). 2021 Dec 10;11(12):2329. doi: 10.3390/diagnostics11122329.,2021 Dec 10;11(12):2329,2021,1,
34942767,Incoherent localized structures and hidden coherent solitons from the gravitational instability of the Schrödinger-Poisson equation.,Phys Rev E. 2021 Nov;104(5-1):054205. doi: 10.1103/PhysRevE.104.054205.,2021 Nov;104(5-1):054205,2021,1,
34939641,Thefuzzysphere morphology is responsible for the increase in light scattering during the shrinkage of thermoresponsive microgels.,Soft Matter. 2022 Jan 26;18(4):807-825. doi: 10.1039/d1sm01473k.,2022 Jan 26;18(4):807-825,2022,1,
34939168,A novel Pythagoreanfuzzy-SWARA-TOPSIS framework for evaluating the EU progress towards sustainable energy development.,Environ Monit Assess. 2021 Dec 22;194(1):42. doi: 10.1007/s10661-021-09685-9.,2021 Dec 22;194(1):42,2021,1,
34938361,Some Study of Semigroups ofh-Bi-Ideals of Semirings.,Comput Math Methods Med. 2021 Dec 13;2021:9908175. doi: 10.1155/2021/9908175. eCollection 2021.,2021 Dec 13;2021:9908175,2021,1,
34937064,Research on the method of travel area clustering of urban public transport based on Sage-Husa adaptive filter and improved DBSCAN algorithm.,PLoS One. 2021 Dec 22;16(12):e0259472. doi: 10.1371/journal.pone.0259472. eCollection 2021.,2021 Dec 22;16(12):e0259472,2021,1,
34937009,Blood compatibility evaluations of two-dimensional Ti3C2Txnanosheets.,Biomed Mater. 2022 Jan 18;17(2). doi: 10.1088/1748-605X/ac45ed.,2022 Jan 18;17(2),2022,1,
34936567,Encryption and Decryption of Audio Signal and Image Secure Communications Using Chaotic System Synchronization Control by TSKFuzzyBrain Emotional Learning Controllers.,IEEE Trans Cybern. 2022 Dec;52(12):13684-13698. doi: 10.1109/TCYB.2021.3134245. Epub 2022 Nov 18.,2022 Dec;52(12):13684-13698,2022,1,
34936564,FuzzyCognitive Map-Driven Comprehensive Time-Series Classification.,IEEE Trans Cybern. 2023 Feb;53(2):1348-1359. doi: 10.1109/TCYB.2021.3133597. Epub 2023 Jan 13.,2023 Feb;53(2):1348-1359,2023,1,
34931117,A novel ensemblefuzzyclassification model in SARS-CoV-2 B-cell epitope identification for development of protein-based vaccine.,Appl Soft Comput. 2022 Feb;116:108280. doi: 10.1016/j.asoc.2021.108280. Epub 2021 Dec 15.,2022 Feb;116:108280,2022,1,
34930147,GEP-EpiSeeker: a gene expression programming-based method for epistatic interaction detection in genome-wide association studies.,BMC Genomics. 2021 Dec 20;22(Suppl 1):910. doi: 10.1186/s12864-021-08207-8.,2021 Dec 20;22(Suppl 1):910,2021,1,
34926951,High Blocking Capacity ofFuzzy-Ball Fluid to Further Enhance Oil Recovery after Polymer Flooding in Heterogeneous Sandstone Reservoirs.,ACS Omega. 2021 Dec 3;6(49):34035-34043. doi: 10.1021/acsomega.1c05427. eCollection 2021 Dec 14.,2021 Dec 3;6(49):34035-34043,2021,1,
34926397,Trustworthy Intrusion Detection in E-Healthcare Systems.,Front Public Health. 2021 Dec 3;9:788347. doi: 10.3389/fpubh.2021.788347. eCollection 2021.,2021 Dec 3;9:788347,2021,1,
34926137,Fuzzy-Trace Theory and the Battle for the Gist in the Public Mind.,J Appl Res Mem Cogn. 2021 Dec;10(4):527-531. doi: 10.1016/j.jarmac.2021.10.004. Epub 2021 Dec 13.,2021 Dec;10(4):527-531,2021,1,
34926135,"Viruses, Vaccines, and COVID-19: Explaining and Improving Risky Decision-making.",J Appl Res Mem Cogn. 2021 Dec;10(4):491-509. doi: 10.1016/j.jarmac.2021.08.004. Epub 2021 Dec 13.,2021 Dec;10(4):491-509,2021,1,
34926107,Advance artificial time series forecasting model for oil production using neurofuzzy-based slime mould algorithm.,J Pet Explor Prod Technol. 2022;12(2):383-395. doi: 10.1007/s13202-021-01405-w. Epub 2021 Dec 11.,2022;12(2):383-395,2022,1,
34925704,A revisit to the past plague epidemic (India) versus the present COVID-19 pandemic: fractional-order chaotic models andfuzzylogiccontrol.,Eur Phys J Spec Top. 2022;231(5):905-919. doi: 10.1140/epjs/s11734-021-00335-2. Epub 2021 Dec 12.,2022;231(5):905-919,2022,1,
34925490,Research and Implementation of Mobile Internet Management Optimization and Intelligent Information System Based on Smart Decision.,Comput Intell Neurosci. 2021 Dec 9;2021:5144568. doi: 10.1155/2021/5144568. eCollection 2021.,2021 Dec 9;2021:5144568,2021,1,
34925128,The Trajectory of Targets and Critical Lures in the Deese/Roediger-McDermott Paradigm: A Systematic Review.,Front Psychol. 2021 Dec 3;12:718818. doi: 10.3389/fpsyg.2021.718818. eCollection 2021.,2021 Dec 3;12:718818,2021,1,
34925126,Critical Conditions Identification for Online Purchase Intention of Fruits: AFuzzy-Set Qualitative Comparative Analysis.,Front Psychol. 2021 Dec 2;12:713295. doi: 10.3389/fpsyg.2021.713295. eCollection 2021.,2021 Dec 2;12:713295,2021,1,
34924697,SuFMoFPA: A superpixel and meta-heuristic basedfuzzyimage segmentation approach to explicate COVID-19 radiological images.,Expert Syst Appl. 2021 Apr 1;167:114142. doi: 10.1016/j.eswa.2020.114142. Epub 2020 Oct 29.,2021 Apr 1;167:114142,2021,1,
34924667,Exploring posttraumatic growth after the COVID-19 pandemic.,Tour Manag. 2022 Jun;90:104474. doi: 10.1016/j.tourman.2021.104474. Epub 2021 Dec 11.,2022 Jun;90:104474,2022,1,
34923415,A multi-model data fusion methodology for seasonal drought forecasting under uncertainty: Application of Bayesian maximum entropy.,J Environ Manage. 2022 Feb 15;304:114245. doi: 10.1016/j.jenvman.2021.114245. Epub 2021 Dec 20.,2022 Feb 15;304:114245,2022,1,
34923251,Hyper-fusion network for semi-automatic segmentation of skin lesions.,Med Image Anal. 2022 Feb;76:102334. doi: 10.1016/j.media.2021.102334. Epub 2021 Dec 11.,2022 Feb;76:102334,2022,1,
34917583,Prediction of PCOS and Mental Health UsingFuzzyInference and SVM.,Front Public Health. 2021 Nov 30;9:789569. doi: 10.3389/fpubh.2021.789569. eCollection 2021.,2021 Nov 30;9:789569,2021,1,
34914718,ACCU3RATE: A mobile health application rating scale based on user reviews.,PLoS One. 2021 Dec 16;16(12):e0258050. doi: 10.1371/journal.pone.0258050. eCollection 2021.,2021 Dec 16;16(12):e0258050,2021,1,
34910649,FuzzyAdaptive Switching Control for Stochastic Systems With Finite-Time Prescribed Performance.,IEEE Trans Cybern. 2022 Sep;52(9):9922-9930. doi: 10.1109/TCYB.2021.3129925. Epub 2022 Aug 18.,2022 Sep;52(9):9922-9930,2022,1,
34909125,FuzzyLogicControl of Heartrate by Electrical Block of Vagus Nerve.,Int IEEE EMBS Conf Neural Eng. 2021 May;2021:1083-1086. doi: 10.1109/ner49283.2021.9441092. Epub 2021 Jun 2.,2021 May;2021:1083-1086,2021,1,
34908506,The Selection of Main Surgical Work Factors in Operating Rooms.,Inquiry. 2021 Jan-Dec;58:469580211067497. doi: 10.1177/00469580211067497.,2021 Jan-Dec;58:469580211067497,2021,1,
34905914,Characterization of the High-AffinityFuzzyComplex between the Disordered Domain of the E7 Oncoprotein from High-Risk HPV and the TAZ2 Domain of CBP.,Biochemistry. 2021 Dec 28;60(51):3887-3898. doi: 10.1021/acs.biochem.1c00669. Epub 2021 Dec 14.,2021 Dec 28;60(51):3887-3898,2021,1,
34903027,Complex pythagoreanfuzzyaggregation operators based on confidence levels and their applications.,Math Biosci Eng. 2022 Jan;19(1):1078-1107. doi: 10.3934/mbe.2022050. Epub 2021 Nov 29.,2022 Jan;19(1):1078-1107,2022,1,
34903016,Analysis of medical diagnosis based on variation co-efficient similarity measures under picture hesitantfuzzysets and their application.,Math Biosci Eng. 2022 Jan;19(1):855-872. doi: 10.3934/mbe.2022039. Epub 2021 Nov 22.,2022 Jan;19(1):855-872,2022,1,
34903014,Fuzzy-interval inequalities for generalized preinvexfuzzyinterval valued functions.,Math Biosci Eng. 2022 Jan;19(1):812-835. doi: 10.3934/mbe.2022037. Epub 2021 Nov 22.,2022 Jan;19(1):812-835,2022,1,
34902998,Clustering algorithm with strength of connectedness for m-polarfuzzynetwork models.,Math Biosci Eng. 2022 Jan;19(1):420-455. doi: 10.3934/mbe.2022021. Epub 2021 Nov 16.,2022 Jan;19(1):420-455,2022,1,
34902553,Computational modeling of human-nCoV protein-protein interaction network.,Methods. 2022 Jul;203:488-497. doi: 10.1016/j.ymeth.2021.12.003. Epub 2021 Dec 10.,2022 Jul;203:488-497,2022,1,
34900287,Prediction of the optimal dosage of coagulants in water treatment plants through developing models based on artificial neural networkfuzzyinference system (ANFIS).,J Environ Health Sci Eng. 2021 Aug 9;19(2):1543-1553. doi: 10.1007/s40201-021-00710-0. eCollection 2021 Dec.,2021 Aug 9;19(2):1543-1553,2021,1,
34900269,A new computer-based index for swimming pools' environmental health assessment in big data environment by consensus-basedfuzzygroup decision-making models.,J Environ Health Sci Eng. 2021 Jun 21;19(2):1323-1332. doi: 10.1007/s40201-021-00689-8. eCollection 2021 Dec.,2021 Jun 21;19(2):1323-1332,2021,1,
34900198,Application of Deep Learning Technology in Predicting the Risk of Inpatient Death in Intensive Care Unit.,J Healthc Eng. 2021 Dec 1;2021:6169481. doi: 10.1155/2021/6169481. eCollection 2021.,2021 Dec 1;2021:6169481,2021,1,
34899890,Analysis of Sports Injury Estimation Model Based on MutationFuzzyNeural Network.,Comput Intell Neurosci. 2021 Dec 1;2021:3056428. doi: 10.1155/2021/3056428. eCollection 2021.,2021 Dec 1;2021:3056428,2021,1,
34899107,A calibrated piecewise-linear FGM approach for travel destination recommendation during the COVID-19 pandemic.,Appl Soft Comput. 2021 Sep;109:107535. doi: 10.1016/j.asoc.2021.107535. Epub 2021 Jun 6.,2021 Sep;109:107535,2021,1,
34899106,An efficiency-based interval type-2fuzzymulti-criteria group decision making for makeshift hospital selection.,Appl Soft Comput. 2022 Jan;115:108243. doi: 10.1016/j.asoc.2021.108243. Epub 2021 Dec 4.,2022 Jan;115:108243,2022,1,
34898390,AfuzzyBayesian network DEMATEL model for predicting safety behavior.,Int J Occup Saf Ergon. 2023 Mar;29(1):36-43. doi: 10.1080/10803548.2021.2015741. Epub 2021 Dec 29.,2023 Mar;29(1):36-43,2023,1,
34896726,Ecological risk assessment of marine microplastics using the analytic hierarchy process: A case study in the Yangtze River Estuary and adjacent marine areas.,J Hazard Mater. 2022 Mar 5;425:127960. doi: 10.1016/j.jhazmat.2021.127960. Epub 2021 Dec 2.,2022 Mar 5;425:127960,2022,1,
34892497,Abnormal EEG Complexity and Alpha Oscillation of Resting State in Chronic Stroke Patients.,Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:6053-6057. doi: 10.1109/EMBC46164.2021.9630549.,2021 Nov;2021:6053-6057,2021,1,
34891998,A Novel AdaptiveFuzzyDeep Learning Approach for Histopathologic Cancer Detection.,Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:3518-3521. doi: 10.1109/EMBC46164.2021.9630824.,2021 Nov;2021:3518-3521,2021,1,
34891920,MSF-GAN: Multi-ScaleFuzzyGenerative Adversarial Network for Breast Ultrasound Image Segmentation.,Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:3193-3196. doi: 10.1109/EMBC46164.2021.9630108.,2021 Nov;2021:3193-3196,2021,1,
34891720,Leveraging Unsupervised Machine Learning to Discover Patterns in Linguistic Health Summaries for Eldercare.,Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:2180-2185. doi: 10.1109/EMBC46164.2021.9630573.,2021 Nov;2021:2180-2185,2021,1,
34891408,Increased Entropy of Gamma Oscillations in the Frontal Region during Meditation.,Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:787-790. doi: 10.1109/EMBC46164.2021.9629633.,2021 Nov;2021:787-790,2021,1,
34890443,The measurement of competitiveness of forest green food industry in Yunnan Province.,PLoS One. 2021 Dec 10;16(12):e0261133. doi: 10.1371/journal.pone.0261133. eCollection 2021.,2021 Dec 10;16(12):e0261133,2021,1,
34890335,Target Convergence Analysis of Cancer-Inspired Swarms for Early Disease Diagnosis and Targeted Collective Therapy.,IEEE Trans Neural Netw Learn Syst. 2022 May;33(5):2132-2146. doi: 10.1109/TNNLS.2021.3130207. Epub 2022 May 2.,2022 May;33(5):2132-2146,2022,1,
34888185,Predicting radiation pneumonitis withfuzzyclustering neural network using 4DCT ventilation image based dosimetric parameters.,Quant Imaging Med Surg. 2021 Dec;11(12):4731-4741. doi: 10.21037/qims-20-1095.,2021 Dec;11(12):4731-4741,2021,1,
34887708,Risk Factors of Restroke in Patients with Lacunar Cerebral Infarction Using Magnetic Resonance Imaging Image Features under Deep Learning Algorithm.,Contrast Media Mol Imaging. 2021 Nov 18;2021:2527595. doi: 10.1155/2021/2527595. eCollection 2021.,2021 Nov 18;2021:2527595,2021,1,
34887067,Fuzzyextended state observer for the fault detection and identification.,ISA Trans. 2022 Sep;128(Pt B):11-20. doi: 10.1016/j.isatra.2021.11.016. Epub 2021 Nov 27.,2022 Sep;128(Pt B):11-20,2022,1,
34885563,Integration ofFuzzyAHP andFuzzyTOPSIS Methods for Wire Electric Discharge Machining of Titanium (Ti6Al4V) Alloy Using RSM.,Materials (Basel). 2021 Dec 3;14(23):7408. doi: 10.3390/ma14237408.,2021 Dec 3;14(23):7408,2021,1,
34884099,AFuzzyRule-Based System for Classification of Diabetes.,Sensors (Basel). 2021 Dec 3;21(23):8095. doi: 10.3390/s21238095.,2021 Dec 3;21(23):8095,2021,1,
34884048,AI-Enabled Framework for Fog Computing Driven E-Healthcare Applications.,Sensors (Basel). 2021 Dec 1;21(23):8039. doi: 10.3390/s21238039.,2021 Dec 1;21(23):8039,2021,1,
34883916,FuzzyLogicin Aircraft Onboard Systems Reliability Evaluation-A New Approach.,Sensors (Basel). 2021 Nov 27;21(23):7913. doi: 10.3390/s21237913.,2021 Nov 27;21(23):7913,2021,1,
34883868,Smart Homes as Enablers for Depression Pre-Diagnosis Using PHQ-9 on HMI throughFuzzyLogicDecision System.,Sensors (Basel). 2021 Nov 26;21(23):7864. doi: 10.3390/s21237864.,2021 Nov 26;21(23):7864,2021,1,
34883816,Combining Regional Energy and IntuitionisticFuzzySets for Infrared and Visible Image Fusion.,Sensors (Basel). 2021 Nov 24;21(23):7813. doi: 10.3390/s21237813.,2021 Nov 24;21(23):7813,2021,1,
34883655,Modeling of the Influence of Input AM Parameters on Dimensional Error and Form Errors in PLA Parts Printed with FFF Technology.,Polymers (Basel). 2021 Nov 27;13(23):4152. doi: 10.3390/polym13234152.,2021 Nov 27;13(23):4152,2021,1,
34883364,Automated segmentation of epidermis in high-frequency ultrasound of pathological skin using a cascade of DeepLab v3+ networks andfuzzyconnectedness.,Comput Med Imaging Graph. 2022 Jan;95:102023. doi: 10.1016/j.compmedimag.2021.102023. Epub 2021 Dec 2.,2022 Jan;95:102023,2022,1,
34883303,A heterogeneous peroxymonosulfate catalyst built by Fe-based metal-organic framework for the dye degradation.,J Environ Manage. 2022 Feb 1;303:113897. doi: 10.1016/j.jenvman.2021.113897. Epub 2021 Dec 6.,2022 Feb 1;303:113897,2022,1,
34875971,Ranking the health precautions for the 'new normal' after the COVID-19 outbreak in production environments.,Int J Occup Saf Ergon. 2022 Mar;28(1):635-643. doi: 10.1080/10803548.2021.1950387. Epub 2021 Dec 8.,2022 Mar;28(1):635-643,2022,1,
34874879,Finite-Time DissipativeFuzzyState Estimation for Jump Systems With Mixed Cyber Attacks: A Probabilistic Event-Triggered Approach.,IEEE Trans Cybern. 2023 Jun;53(6):3493-3505. doi: 10.1109/TCYB.2021.3127888. Epub 2023 May 17.,2023 Jun;53(6):3493-3505,2023,1,
34873421,Bipolar-valued hesitantfuzzygraph and its application.,Soc Netw Anal Min. 2022;12(1):14. doi: 10.1007/s13278-021-00824-1. Epub 2021 Dec 1.,2022;12(1):14,2022,1,
34873259,Machine learning application to predict in-situ stresses from logging data.,Sci Rep. 2021 Dec 6;11(1):23445. doi: 10.1038/s41598-021-02959-9.,2021 Dec 6;11(1):23445,2021,1,
34872574,Assessment of foot-and-mouth disease risk areas in mainland China based spatial multi-criteria decision analysis.,BMC Vet Res. 2021 Dec 6;17(1):374. doi: 10.1186/s12917-021-03084-5.,2021 Dec 6;17(1):374,2021,1,
34871991,Establishment and validation of a prediction model for intraparenchymal hematoma expansion in patients with cerebral contusion: A reliable Nomogram.,Clin Neurol Neurosurg. 2022 Jan;212:107079. doi: 10.1016/j.clineuro.2021.107079. Epub 2021 Nov 29.,2022 Jan;212:107079,2022,1,
34871971,Characteristic analysis and reconstruction method of falls from windows.,Forensic Sci Int. 2022 Jan;330:111134. doi: 10.1016/j.forsciint.2021.111134. Epub 2021 Dec 1.,2022 Jan;330:111134,2022,1,
34871609,"The PM2.5-bound polycyclic aromatic hydrocarbon behavior in indoor and outdoor environments, part II: Explainable prediction of benzo[a]pyrene levels.",Chemosphere. 2022 Feb;289:133154. doi: 10.1016/j.chemosphere.2021.133154. Epub 2021 Dec 3.,2022 Feb;289:133154,2022,1,
34871330,Exploring the green development path of the Yangtze River Economic Belt using the entropy weight method andfuzzy-set qualitative comparative analysis.,PLoS One. 2021 Dec 6;16(12):e0260985. doi: 10.1371/journal.pone.0260985. eCollection 2021.,2021 Dec 6;16(12):e0260985,2021,1,
34869147,Design of a Clinical Practice Guideline in Nurse-Led Ventilator-Weaning for Nursing Training.,Front Public Health. 2021 Nov 12;9:726647. doi: 10.3389/fpubh.2021.726647. eCollection 2021.,2021 Nov 12;9:726647,2021,1,
34869020,Diagnosis of Breast Cancer Using Radiomics Models Built Based on Dynamic Contrast Enhanced MRI Combined With Mammography.,Front Oncol. 2021 Nov 17;11:774248. doi: 10.3389/fonc.2021.774248. eCollection 2021.,2021 Nov 17;11:774248,2021,1,
34868597,Pre-COVID-19 pandemic: effects on air quality in the three cities of India usingfuzzyMCDM model.,J Environ Health Sci Eng. 2021 Nov 29;20(1):41-51. doi: 10.1007/s40201-021-00754-2. eCollection 2022 Jun.,2021 Nov 29;20(1):41-51,2021,1,
34868293,Research on Evaluation of Green Smart Building Based on Improved AHP-FCE Method.,Comput Intell Neurosci. 2021 Nov 26;2021:5485671. doi: 10.1155/2021/5485671. eCollection 2021.,2021 Nov 26;2021:5485671,2021,1,
34868286,Intelligent Sports Video Classification Based on Deep Neural Network (DNN) Algorithm and Transfer Learning.,Comput Intell Neurosci. 2021 Nov 24;2021:1825273. doi: 10.1155/2021/1825273. eCollection 2021.,2021 Nov 24;2021:1825273,2021,1,
34868224,Research on Mental Stress Recognition of Depressive Disorders in Patients With Androgenic Alopecia Based on Machine Learning andFuzzyK-Means Clustering.,Front Genet. 2021 Nov 12;12:751791. doi: 10.3389/fgene.2021.751791. eCollection 2021.,2021 Nov 12;12:751791,2021,1,
34867549,Brain Entropy Study on Obsessive-Compulsive Disorder Using Resting-State fMRI.,Front Psychiatry. 2021 Nov 12;12:764328. doi: 10.3389/fpsyt.2021.764328. eCollection 2021.,2021 Nov 12;12:764328,2021,1,
34867078,Neuro-fuzzynetwork incorporating multiple lexicons for social sentiment analysis.,Soft comput. 2022;26(9):4487-4507. doi: 10.1007/s00500-021-06528-0. Epub 2021 Nov 29.,2022;26(9):4487-4507,2022,1,
